gid,name,price,welfare,wedge,eta,density_amenity,agglomeration,traffic,residual_interactions
2401006,"East Montgomery County--Fairland, Colesville & White Oak",24213.0727000845,23909.3329825315,-303.739717552973,-0.425154326133384,-307.496445292466,-27.8469400321385,35.1036689272109,-3.50000115558004
2401007,"Southeast Montgomery County--Takoma Park City & Silver Spring",22630.4441387456,22891.1548173161,260.710678570467,-0.425498349873664,224.137527574444,24.0922245499611,15.764501630501,-3.28357518443846
2401008,"South Montgomery County--South Bethesda & Chevy Chase",25148.7338468704,26440.690440909,1291.95659403859,-0.426071870528938,1232.81551050779,61.9396518981515,0.862301327311289,-3.66086969466664
2401101,"Inner Northwest Prince George's County--College Park City & Langley Park",20852.3065632249,19231.8197111783,-1620.48685204665,-0.428835104275684,-1604.65257115598,-42.0060136356429,29.2543705675826,-3.08263782261474
2401102,"North Prince George's County--Laurel, Greenbelt & Beltsville",19833.7892953388,19118.3393355306,-715.449959808175,-0.426802239420732,-665.810430732242,-70.304165110543,23.5531647672496,-2.88852873263909
2401103,"Inner Northeast Prince George's County--New Carrollton & Hyattsville",16946.73043854,16348.663256143,-598.067182397017,-0.423635552096889,-574.305742154709,-37.1850878439584,15.8673714329712,-2.44372383132031
2401104,"Central Prince George's County--Seat Pleasant City, Capitol Heights Town & Landover",15375.2376560156,14716.937670827,-658.299985188598,-0.424250388386757,-626.700686934799,-33.232595950706,3.85595555817773,-2.22265786127025
2401105,"East Prince George's County--Bowie City, Kettering & Largo",24318.3813491086,23491.3527177702,-827.028631338457,-0.434430752056536,-747.109407233753,-85.3899168866199,9.11260797315311,-3.64191519123744
2401106,"South Prince George's County--Clinton, Fort Washington & Rosaryville",19723.9489599485,18707.7148040976,-1016.23415585091,-0.426501280888213,-945.335055935497,-64.8242985735228,-3.20440954327882,-2.87039179860801
2401107,"Southwest Prince George's County--Oxon Hill, Hillcrest Heights & Temple Hills",13483.3041632745,12964.7899290706,-518.514234203916,-0.423948792141456,-501.279768382942,-13.2814372588062,-2.00495297111222,-1.9480755910555
2401501,"Calvert & Southeast St. Mary's Counties--Chesapeake Beach & California",18722.8743706609,17280.4918450485,-1442.38252561236,-0.412619651932106,-1172.40070589264,-349.704802509656,82.1553249434768,-2.43234215354687
2401700,"Charles County--La Plata Town & Waldorf City",16524.0676231141,14774.2624985091,-1749.80512460504,-0.428257283707963,-1558.2423004782,-183.552780872444,-5.62631461036145,-2.38372864402891
5101301,"Arlington County (North)",29304.8124192077,30884.5398744879,1579.72745528025,-0.429968520105618,1469.15972838738,141.978190454314,-27.069852638369,-4.34061092307115
5101302,"Arlington County (South)",24763.3682614554,25675.9578287069,912.589567251514,-0.428034484361588,818.669298970429,116.893399183771,-19.3353776551399,-3.63775324754545
5105901,"Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West)",28043.417900083,28342.6201938108,299.202293727823,-0.425797595373171,226.597225073388,106.322193072803,-29.6429285239102,-4.07419589445738
5105902,"Fairfax County (Northwest)--Reston (North) & Franklin Farm",30759.897853836,31883.2979022223,1123.40004838627,-0.432321044011949,1015.84802997913,144.580661811461,-32.4446487904336,-4.58399461388763
5105904,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East)",29432.2185795445,30605.8322436701,1173.61366412566,-0.428682939047405,1071.16081081135,135.728047042258,-28.9418163317696,-4.33337739617969
5105905,"Fairfax County (Southwest)--Centreville (Southeast) & Lorton",28329.9107503322,28646.9150820586,317.004331726377,-0.426049307075936,251.53778566413,90.2865964472288,-20.6988497479844,-4.12120063699768
5105906,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia",25797.45232296,26428.8680327889,631.415709828925,-0.424868046379869,561.190708460642,88.606346340425,-14.6450431995281,-3.73630177261396
5105907,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads",24934.2140799325,25110.9772481122,176.763168179761,-0.427693475864741,73.5305999906785,125.45846550549,-18.5683368088441,-3.65756050756275
5105908,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon",21579.7845197316,21629.1215673046,49.3370475729207,-0.425869032368746,-9.06369128282728,74.9510830061181,-13.4175207077361,-3.13282344263403
5106100,"Rappahannock-Rapidan Regional Commission",16092,14371.8580889819,-1720.14191101811,-0.427330567527463,-1438.9714426296,-260.581589112325,-18.300455379978,-2.28842389620854
5110701,"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village)",27080.9258878542,27262.7221385025,181.796250648327,-0.424665765997315,103.341815370251,113.36801128628,-31.0092545717261,-3.90432143647809
5110702,"Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport",36289.069948474,37867.3967480754,1578.32679960145,-0.431934414787392,1491.8711210905,128.246825103434,-36.3993676872582,-5.39177890522706
5110703,"Loudoun County (West & South)--Leesburg Town",29000.2261322576,28756.9693314127,-243.256800844891,-0.429030152837369,-291.603851631272,105.93733769787,-53.3712546629089,-4.21903224858022
5115301,"Prince William County (North & West)--Linton Hall & Gainesville",29088.772810048,29037.4498536046,-51.322956443415,-0.427628831230695,-10.5002835783356,-19.4647879224855,-17.1222812313613,-4.23560371123269
5115302,"Prince William County (Northeast)",24978.4201063657,23974.0742869544,-1004.3458194113,-0.429786945404231,-977.200360063021,-23.7894601581526,0.313196992526571,-3.66919618265433
5115303,"Prince William County (East)",22940.2399713314,21877.317438956,-1062.92253237541,-0.4242947051659,-1035.94995689232,-23.7631247120699,0.0943416037522761,-3.30379237477314
5117700,"George Washington Regional Commission (South)",16590.5754852741,14748.8384667635,-1841.73701851058,-0.428875209030694,-1528.27867754164,-338.928515669595,27.8463768916213,-2.37620219096061
5117900,"George Washington Regional Commission (North)",21276.7105125276,19906.1049145296,-1370.605597998,-0.428223466054429,-1129.13008549929,-268.545598209816,30.1292545286604,-3.05916881755752
5151000,"Alexandria City",23684.336731966,24524.1729214814,839.836189515343,-0.43158593236094,762.551484658837,97.3371664047841,-16.5289907617752,-3.52347078650257
5160001,"Fairfax County (Central)--Fairfax City & Burke",28296.4266969993,29056.9842553877,760.557558388424,-0.429843504325894,673.377032876449,114.113900922719,-22.7531834167881,-4.18019199395656
5161001,"Fairfax County (Northeast)--McLean & Idylwood",31540.1698458563,33414.9374892691,1874.76764341285,-0.43027320622975,1765.99815854434,139.664607234865,-26.2134678863945,-4.68165447995943
5168701,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley",24381.345309024,23682.0160436652,-699.329265358723,-0.425016859825626,-666.253828768698,-19.9046852152354,-9.66074238980202,-3.51000898498728
